[2018-07-10 01:42:24,701][MainThread:140197679556416][task_id:running][log.py:83][INFO][Start logging !!!]
[2018-07-10 01:42:45,928][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Parsed(39/50): http://blog.sciencenet.cn/blog-40109-279160.html]
[2018-07-10 01:42:46,865][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Parsed(40/50): http://blog.sciencenet.cn/blog-40109-278616.html]
[2018-07-10 01:42:47,108][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Parsed(41/50): http://blog.sciencenet.cn/blog-40109-274359.html]
[2018-07-10 01:42:47,361][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Parsed(42/50): http://blog.sciencenet.cn/blog-40109-273086.html]
[2018-07-10 01:42:47,546][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Parsed(43/50): http://blog.sciencenet.cn/blog-40109-237783.html]
[2018-07-10 01:42:47,750][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Parsed(44/50): http://blog.sciencenet.cn/blog-40109-21484.html]
[2018-07-10 01:42:48,709][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Parsed(45/50): http://blog.sciencenet.cn/blog-40109-20067.html]
[2018-07-10 01:42:48,954][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Parsed(46/50): http://blog.sciencenet.cn/blog-40109-19228.html]
[2018-07-10 01:42:50,230][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Parsed(47/50): http://blog.sciencenet.cn/blog-40109-19223.html]
[2018-07-10 01:42:50,450][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Parsed(48/50): http://blog.sciencenet.cn/blog-40109-18518.html]
[2018-07-10 01:42:50,773][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Parsed(49/50): http://blog.sciencenet.cn/blog-40109-18516.html]
[2018-07-10 01:42:51,130][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Parsed(50/50): http://blog.sciencenet.cn/blog-40109-18513.html]
[2018-07-10 01:42:55,767][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Item "Post": 50]
[2018-07-10 01:42:55,767][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Requests count: 55]
[2018-07-10 01:42:55,767][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Error count: []]
[2018-07-10 01:42:55,768][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Time usage: 0:00:25.520976]
[2018-07-10 01:42:55,768][MainThread:140441873286976][task_id:running][mixins.py:20][INFO][Spider finished!]
